Wops,Nops,Wera,Nera
.771,.668,2.41,5.90
.800,.657,2.33,6.05
.795,.673,2.50,5.93
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.750,.704,3.20,5.68
.750,.703,3.20,5.70
.750,.705,3.26,5.69
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.756,.721,3.66,5.77
.755,.722,3.66,5.74
.754,.720,3.63,5.72
.793,.708,5.03,5.81
.788,.705,4.93,5.71
.787,.705,4.90,5.68
.720,.744,5.70,4.87
.721,.745,5.71,4.88
.720,.746,5.73,4.86
.719,.750,5.76,4.85
.555,.666,1.88,5.14
.558,.687,1.89,4.30
.616,.669,2.05,4.33
.700,.660,5.48,4.59
.702,.662,5.44,4.61
.702,.671,5.54,4.57
.713,.704,4.96,5.63
.708,.706,4.96,5.58
.710,.704,4.91,5.59
.712,.718,5.60,4.77
.711,.719,5.59,4.74
.710,.721,5.58,4.76
.710,.724,5.57,4.75
.720,.728,5.68,4.74
.723,.731,5.71,4.77
.722,.732,5.73,4.76
.732,.722,4.81,5.66
.732,.725,4.85,5.65
.732,.724,4.83,5.64
.694,.813,5.94,4.41
.704,.860,6.40,4.56
.698,.850,6.21,4.47
.834,.711,4.57,6.01
.846,.703,4.46,6.11
.846,.695,4.32,6.06
.696,.741,6.37,5.27
.713,.731,6.15,5.48
.716,.728,6.03,5.44
.766,.695,5.34,6.05
.756,.700,5.33,5.88
.754,.704,5.32,5.89
1.013,.522,1.00,7.88
.894,.550,2.00,5.29
.838,.666,3.33,5.19
.682,.756,4.87,2.71
.681,.790,5.01,2.88
.651,.884,6.15,2.89
.765,.690,3.80,5.48
.762,.685,3.74,5.44
.690,.767,5.63,3.74
.688,.772,5.74,3.73
.690,.782,5.77,3.73
.690,.782,5.77,3.76
.714,.822,5.59,4.34
.715,.827,5.62,4.34
.713,.831,5.68,4.32
.830,.717,4.34,5.84
.832,.718,4.37,5.88
.835,.718,4.36,5.91
.834,.718,4.36,5.91
.778,.668,4.20,3.86
.778,.672,4.25,3.84
.784,.685,4.43,3.90
.819,.755,4.82,3.65
.821,.755,4.81,3.67
.823,.752,4.77,3.68
.763,.751,4.38,4.99
.768,.750,4.38,5.01
.827,.783,4.66,5.54
.829,.782,4.66,5.55
.688,.656,5.68,3.29
.691,.668,5.61,3.23
.704,.664,5.54,3.58
.712,.661,5.44,3.74
.805,.671,4.59,4.93
.808,.675,4.60,4.97
.806,.674,4.59,4.99
.765,.859,4.33,3.46
.761,.862,4.39,3.43
.762,.859,4.36,3.43
.779,.844,4.28,3.41
.776,.844,4.29,3.40
.771,.837,4.23,3.37
.784,.724,4.43,5.27
.786,.717,4.36,5.30
.787,.722,4.37,5.33
.817,.709,4.81,5.07
.815,.710,4.82,5.04
.816,.710,4.81,5.04
.816,.710,4.81,5.04
.808,.804,4.55,3.42
.805,.810,4.62,3.40
.804,.807,4.57,3.38
.689,.724,7.24,3.00
.666,.699,6.24,2.64
.678,.684,5.74,2.89
.690,.713,6.00,2.90
.711,.729,5.14,4.61
.712,.720,5.00,4.61
.719,.715,4.94,4.70
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.712,.659,6.14,6.51
.709,.675,6.20,6.41
.708,.661,5.80,6.30
.692,.680,5.93,5.98
.738,.694,4.66,5.61
.743,.695,4.67,5.67
.738,.684,4.53,5.52
.788,.702,4.38,5.65
.788,.699,4.35,5.64
.790,.702,4.34,5.61
.807,.703,4.66,5.62
.813,.707,4.67,5.66
.809,.709,4.68,5.60
.826,.716,4.74,5.95
.826,.714,4.70,5.93
.829,.715,4.71,6.00
.806,.724,4.68,5.61
.805,.726,4.71,5.60
.806,.725,4.70,5.59
.670,.689,3.64,5.66
.662,.694,3.67,5.53
.665,.686,3.61,5.50
.673,.679,3.52,5.55
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.763,.696,5.03,5.83
.764,.705,5.11,5.83
.768,.706,5.15,5.84
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.684,.719,5.28,5.70
.687,.718,5.25,5.70
.687,.719,5.27,5.68
.687,.719,5.25,5.68
.821,.699,3.50,5.64
.814,.699,3.50,5.56
.811,.696,3.44,5.53
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.702,.723,5.17,5.78
.703,.723,5.17,5.77
.704,.722,5.15,5.78
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.792,.718,4.32,5.79
.794,.719,4.32,5.81
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.748,.698,4.23,5.55
.758,.694,4.19,5.61
.761,.691,4.17,5.65
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.740,.711,4.48,5.56
.740,.712,4.51,5.55
.773,.688,5.31,5.65
.778,.689,5.34,5.71
.776,.691,5.38,5.69
.779,.692,5.35,5.78
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.771,.668,2.41,5.90
.800,.657,2.33,6.05
.795,.673,2.50,5.93
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.750,.704,3.20,5.68
.750,.703,3.20,5.70
.750,.705,3.26,5.69
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.756,.721,3.66,5.77
.755,.722,3.66,5.74
.754,.720,3.63,5.72
.793,.708,5.03,5.81
.788,.705,4.93,5.71
.787,.705,4.90,5.68
.720,.744,5.70,4.87
.721,.745,5.71,4.88
.720,.746,5.73,4.86
.719,.750,5.76,4.85
.555,.666,1.88,5.14
.558,.687,1.89,4.30
.616,.669,2.05,4.33
.700,.660,5.48,4.59
.702,.662,5.44,4.61
.702,.671,5.54,4.57
.713,.704,4.96,5.63
.708,.706,4.96,5.58
.710,.704,4.91,5.59
.712,.718,5.60,4.77
.711,.719,5.59,4.74
.710,.721,5.58,4.76
.710,.724,5.57,4.75
.720,.728,5.68,4.74
.723,.731,5.71,4.77
.722,.732,5.73,4.76
.732,.722,4.81,5.66
.732,.725,4.85,5.65
.732,.724,4.83,5.64
.694,.813,5.94,4.41
.704,.860,6.40,4.56
.698,.850,6.21,4.47
.834,.711,4.57,6.01
.846,.703,4.46,6.11
.846,.695,4.32,6.06
.696,.741,6.37,5.27
.713,.731,6.15,5.48
.716,.728,6.03,5.44
.766,.695,5.34,6.05
.756,.700,5.33,5.88
.754,.704,5.32,5.89
1.013,.522,1.00,7.88
.894,.550,2.00,5.29
.838,.666,3.33,5.19
.682,.756,4.87,2.71
.681,.790,5.01,2.88
.651,.884,6.15,2.89
.765,.690,3.80,5.48
.762,.685,3.74,5.44
.690,.767,5.63,3.74
.688,.772,5.74,3.73
.690,.782,5.77,3.73
.690,.782,5.77,3.76
.714,.822,5.59,4.34
.715,.827,5.62,4.34
.713,.831,5.68,4.32
.830,.717,4.34,5.84
.832,.718,4.37,5.88
.835,.718,4.36,5.91
.834,.718,4.36,5.91
.778,.668,4.20,3.86
.778,.672,4.25,3.84
.784,.685,4.43,3.90
.819,.755,4.82,3.65
.821,.755,4.81,3.67
.823,.752,4.77,3.68
.763,.751,4.38,4.99
.768,.750,4.38,5.01
.827,.783,4.66,5.54
.829,.782,4.66,5.55
.688,.656,5.68,3.29
.691,.668,5.61,3.23
.704,.664,5.54,3.58
.712,.661,5.44,3.74
.805,.671,4.59,4.93
.808,.675,4.60,4.97
.806,.674,4.59,4.99
.765,.859,4.33,3.46
.761,.862,4.39,3.43
.762,.859,4.36,3.43
.779,.844,4.28,3.41
.776,.844,4.29,3.40
.771,.837,4.23,3.37
.784,.724,4.43,5.27
.786,.717,4.36,5.30
.787,.722,4.37,5.33
.817,.709,4.81,5.07
.815,.710,4.82,5.04
.816,.710,4.81,5.04
.816,.710,4.81,5.04
.808,.804,4.55,3.42
.805,.810,4.62,3.40
.804,.807,4.57,3.38
.689,.724,7.24,3.00
.666,.699,6.24,2.64
.678,.684,5.74,2.89
.690,.713,6.00,2.90
.711,.729,5.14,4.61
.712,.720,5.00,4.61
.719,.715,4.94,4.70
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.712,.659,6.14,6.51
.709,.675,6.20,6.41
.708,.661,5.80,6.30
.692,.680,5.93,5.98
.738,.694,4.66,5.61
.743,.695,4.67,5.67
.738,.684,4.53,5.52
.788,.702,4.38,5.65
.788,.699,4.35,5.64
.790,.702,4.34,5.61
.807,.703,4.66,5.62
.813,.707,4.67,5.66
.809,.709,4.68,5.60
.826,.716,4.74,5.95
.826,.714,4.70,5.93
.829,.715,4.71,6.00
.806,.724,4.68,5.61
.805,.726,4.71,5.60
.806,.725,4.70,5.59
.670,.689,3.64,5.66
.662,.694,3.67,5.53
.665,.686,3.61,5.50
.673,.679,3.52,5.55
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.763,.696,5.03,5.83
.764,.705,5.11,5.83
.768,.706,5.15,5.84
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.684,.719,5.28,5.70
.687,.718,5.25,5.70
.687,.719,5.27,5.68
.687,.719,5.25,5.68
.821,.699,3.50,5.64
.814,.699,3.50,5.56
.811,.696,3.44,5.53
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.702,.723,5.17,5.78
.703,.723,5.17,5.77
.704,.722,5.15,5.78
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.792,.718,4.32,5.79
.794,.719,4.32,5.81
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.748,.698,4.23,5.55
.758,.694,4.19,5.61
.761,.691,4.17,5.65
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.740,.711,4.48,5.56
.740,.712,4.51,5.55
.773,.688,5.31,5.65
.778,.689,5.34,5.71
.776,.691,5.38,5.69
.779,.692,5.35,5.78
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.771,.668,2.41,5.90
.800,.657,2.33,6.05
.795,.673,2.50,5.93
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.750,.704,3.20,5.68
.750,.703,3.20,5.70
.750,.705,3.26,5.69
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.756,.721,3.66,5.77
.755,.722,3.66,5.74
.754,.720,3.63,5.72
.793,.708,5.03,5.81
.788,.705,4.93,5.71
.787,.705,4.90,5.68
.720,.744,5.70,4.87
.721,.745,5.71,4.88
.720,.746,5.73,4.86
.719,.750,5.76,4.85
.555,.666,1.88,5.14
.558,.687,1.89,4.30
.616,.669,2.05,4.33
.700,.660,5.48,4.59
.702,.662,5.44,4.61
.702,.671,5.54,4.57
.713,.704,4.96,5.63
.708,.706,4.96,5.58
.710,.704,4.91,5.59
.712,.718,5.60,4.77
.711,.719,5.59,4.74
.710,.721,5.58,4.76
.710,.724,5.57,4.75
.720,.728,5.68,4.74
.723,.731,5.71,4.77
.722,.732,5.73,4.76
.732,.722,4.81,5.66
.732,.725,4.85,5.65
.732,.724,4.83,5.64
.694,.813,5.94,4.41
.704,.860,6.40,4.56
.698,.850,6.21,4.47
.834,.711,4.57,6.01
.846,.703,4.46,6.11
.846,.695,4.32,6.06
.696,.741,6.37,5.27
.713,.731,6.15,5.48
.716,.728,6.03,5.44
.766,.695,5.34,6.05
.756,.700,5.33,5.88
.754,.704,5.32,5.89
1.013,.522,1.00,7.88
.894,.550,2.00,5.29
.838,.666,3.33,5.19
.682,.756,4.87,2.71
.681,.790,5.01,2.88
.651,.884,6.15,2.89
.765,.690,3.80,5.48
.762,.685,3.74,5.44
.690,.767,5.63,3.74
.688,.772,5.74,3.73
.690,.782,5.77,3.73
.690,.782,5.77,3.76
.714,.822,5.59,4.34
.715,.827,5.62,4.34
.713,.831,5.68,4.32
.830,.717,4.34,5.84
.832,.718,4.37,5.88
.835,.718,4.36,5.91
.834,.718,4.36,5.91
.778,.668,4.20,3.86
.778,.672,4.25,3.84
.784,.685,4.43,3.90
.819,.755,4.82,3.65
.821,.755,4.81,3.67
.823,.752,4.77,3.68
.763,.751,4.38,4.99
.768,.750,4.38,5.01
.827,.783,4.66,5.54
.829,.782,4.66,5.55
.688,.656,5.68,3.29
.691,.668,5.61,3.23
.704,.664,5.54,3.58
.712,.661,5.44,3.74
.805,.671,4.59,4.93
.808,.675,4.60,4.97
.806,.674,4.59,4.99
.765,.859,4.33,3.46
.761,.862,4.39,3.43
.762,.859,4.36,3.43
.779,.844,4.28,3.41
.776,.844,4.29,3.40
.771,.837,4.23,3.37
.784,.724,4.43,5.27
.786,.717,4.36,5.30
.787,.722,4.37,5.33
.817,.709,4.81,5.07
.815,.710,4.82,5.04
.816,.710,4.81,5.04
.816,.710,4.81,5.04
.808,.804,4.55,3.42
.805,.810,4.62,3.40
.804,.807,4.57,3.38
.689,.724,7.24,3.00
.666,.699,6.24,2.64
.678,.684,5.74,2.89
.690,.713,6.00,2.90
.711,.729,5.14,4.61
.712,.720,5.00,4.61
.719,.715,4.94,4.70
.828,.737,4.67,4.56
.828,.736,4.66,4.56
.825,.736,4.65,4.53
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.712,.659,6.14,6.51
.709,.675,6.20,6.41
.708,.661,5.80,6.30
.692,.680,5.93,5.98
.738,.694,4.66,5.61
.743,.695,4.67,5.67
.738,.684,4.53,5.52
.788,.702,4.38,5.65
.788,.699,4.35,5.64
.790,.702,4.34,5.61
.807,.703,4.66,5.62
.813,.707,4.67,5.66
.809,.709,4.68,5.60
.826,.716,4.74,5.95
.826,.714,4.70,5.93
.829,.715,4.71,6.00
.806,.724,4.68,5.61
.805,.726,4.71,5.60
.806,.725,4.70,5.59
.670,.689,3.64,5.66
.662,.694,3.67,5.53
.665,.686,3.61,5.50
.673,.679,3.52,5.55
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.763,.696,5.03,5.83
.764,.705,5.11,5.83
.768,.706,5.15,5.84
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.684,.719,5.28,5.70
.687,.718,5.25,5.70
.687,.719,5.27,5.68
.687,.719,5.25,5.68
.821,.699,3.50,5.64
.814,.699,3.50,5.56
.811,.696,3.44,5.53
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.702,.723,5.17,5.78
.703,.723,5.17,5.77
.704,.722,5.15,5.78
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.792,.718,4.32,5.79
.794,.719,4.32,5.81
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.748,.698,4.23,5.55
.758,.694,4.19,5.61
.761,.691,4.17,5.65
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.740,.711,4.48,5.56
.740,.712,4.51,5.55
.773,.688,5.31,5.65
.778,.689,5.34,5.71
.776,.691,5.38,5.69
.779,.692,5.35,5.78
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.771,.668,2.41,5.90
.800,.657,2.33,6.05
.795,.673,2.50,5.93
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.750,.704,3.20,5.68
.750,.703,3.20,5.70
.750,.705,3.26,5.69
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.756,.721,3.66,5.77
.755,.722,3.66,5.74
.754,.720,3.63,5.72
.793,.708,5.03,5.81
.788,.705,4.93,5.71
.787,.705,4.90,5.68
.720,.744,5.70,4.87
.721,.745,5.71,4.88
.720,.746,5.73,4.86
.719,.750,5.76,4.85
.555,.666,1.88,5.14
.558,.687,1.89,4.30
.616,.669,2.05,4.33
.700,.660,5.48,4.59
.702,.662,5.44,4.61
.702,.671,5.54,4.57
.713,.704,4.96,5.63
.708,.706,4.96,5.58
.710,.704,4.91,5.59
.712,.718,5.60,4.77
.711,.719,5.59,4.74
.710,.721,5.58,4.76
.710,.724,5.57,4.75
.720,.728,5.68,4.74
.723,.731,5.71,4.77
.722,.732,5.73,4.76
.732,.722,4.81,5.66
.732,.725,4.85,5.65
.732,.724,4.83,5.64
.694,.813,5.94,4.41
.704,.860,6.40,4.56
.698,.850,6.21,4.47
.834,.711,4.57,6.01
.846,.703,4.46,6.11
.846,.695,4.32,6.06
.696,.741,6.37,5.27
.713,.731,6.15,5.48
.716,.728,6.03,5.44
.766,.695,5.34,6.05
.756,.700,5.33,5.88
.754,.704,5.32,5.89
1.013,.522,1.00,7.88
.894,.550,2.00,5.29
.838,.666,3.33,5.19
.682,.756,4.87,2.71
.681,.790,5.01,2.88
.651,.884,6.15,2.89
.765,.690,3.80,5.48
.762,.685,3.74,5.44
.690,.767,5.63,3.74
.688,.772,5.74,3.73
.690,.782,5.77,3.73
.690,.782,5.77,3.76
.714,.822,5.59,4.34
.715,.827,5.62,4.34
.713,.831,5.68,4.32
.830,.717,4.34,5.84
.832,.718,4.37,5.88
.835,.718,4.36,5.91
.834,.718,4.36,5.91
.778,.668,4.20,3.86
.778,.672,4.25,3.84
.784,.685,4.43,3.90
.819,.755,4.82,3.65
.821,.755,4.81,3.67
.823,.752,4.77,3.68
.763,.751,4.38,4.99
.768,.750,4.38,5.01
.827,.783,4.66,5.54
.829,.782,4.66,5.55
.688,.656,5.68,3.29
.691,.668,5.61,3.23
.704,.664,5.54,3.58
.712,.661,5.44,3.74
.805,.671,4.59,4.93
.808,.675,4.60,4.97
.806,.674,4.59,4.99
.765,.859,4.33,3.46
.761,.862,4.39,3.43
.762,.859,4.36,3.43
.779,.844,4.28,3.41
.776,.844,4.29,3.40
.771,.837,4.23,3.37
.784,.724,4.43,5.27
.786,.717,4.36,5.30
